scenario,Metro,buy_share,avg_delta,count
HighHOA,"Frankfort, IN",0.0,37440.772312498244,1
HighHOA,"Frankfort, KY",0.0,28437.494956566487,2
HighHOA,"Freeport, IL",0.0,5127.822516741122,1
HighHOA,"Fremont, NE",0.0,34174.682550818055,1
HighHOA,"Fresno, CA",0.0,59227.16456426004,17
HighHOA,"Gadsden, AL",0.0,627.442592827465,1
HighHOA,"Gainesville, FL",0.05925925925925926,23942.423147641763,9
HighHOA,"Gainesville, GA",0.0,48353.85203086243,6
HighHOA,"Gainesville, TX",0.0,32662.927727671842,1
HighHOA,"Gardnerville Ranchos, NV",0.0,148079.69050152315,3
HighHOA,"Georgetown, SC",0.0,2453.4046281362293,1
HighHOA,"Gettysburg, PA",0.0,87118.12992086892,1
HighHOA,"Gillette, WY",0.0,72943.51161832713,2
HighHOA,"Glasgow, KY",0.0,37267.58684667314,1
HighHOA,"Glens Falls, NY",0.0,36205.68141502463,1
HighHOA,"Glenwood Springs, CO",0.0,261562.04515663342,4
HighHOA,"Gloversville, NY",0.0,11522.819247957195,1
HighHOA,"Goldsboro, NC",0.16666666666666666,5547.6840015199705,3
HighHOA,"Granbury, TX",0.0,64612.61457974448,2
HighHOA,"Grand Forks, ND-MN",0.0,41498.19876303199,3
HighHOA,"Grand Island, NE",0.0,43701.56723306774,2
HighHOA,"Grand Junction, CO",0.0,66130.37985609795,8
HighHOA,"Grand Rapids-Kentwood, MI",0.2440944881889764,19995.535160212694,20
HighHOA,"Grants Pass, OR",0.0,75539.05948985323,2
HighHOA,"Great Bend, KS",0.8571428571428571,-1942.2077141529496,1
HighHOA,"Great Falls, MT",0.0,57310.046788666165,3
HighHOA,"Greeley, CO",0.0,83405.56427756962,9
HighHOA,"Green Bay, WI",0.0,46396.29182595511,6
HighHOA,"Greensboro-High Point, NC",0.23068893528183715,16207.80304575982,16
HighHOA,"Greenville, NC",0.5808823529411765,3845.2251757897598,3
HighHOA,"Greenville-Anderson, SC",0.0951571792693288,38098.476546641956,26
HighHOA,"Gulfport-Biloxi, MS",0.1901840490797546,9134.38405560824,10
HighHOA,"Hagerstown-Martinsburg, MD-WV",0.0,32849.98966707162,6
HighHOA,"Hammond, LA",0.0,25081.275375074856,3
HighHOA,"Hanford-Corcoran, CA",0.0,46523.82144739023,2
HighHOA,"Harrisburg-Carlisle, PA",0.16293929712460065,27128.330068647505,20
HighHOA,"Harrisonburg, VA",0.0,42220.66286666672,2
HighHOA,"Hartford-East Hartford-Middletown, CT",0.061170212765957445,37477.54211405016,33
HighHOA,"Hattiesburg, MS",0.07792207792207792,21716.50115503562,3
HighHOA,"Hays, KS",0.0,61303.754497973336,1
HighHOA,"Heber, UT",0.0,385665.7931711866,4
HighHOA,"Helena, MT",0.0,94998.58624675858,2
HighHOA,"Henderson, NC",0.0,4444.53182561673,1
HighHOA,"Hermiston-Pendleton, OR",0.0,48104.11117354828,2
HighHOA,"Hickory-Lenoir-Morganton, NC",0.02531645569620253,35416.27458141511,6
HighHOA,"Hilo, HI",0.0,165403.1853763392,4
HighHOA,"Hilton Head Island-Bluffton, SC",0.0,73118.7238541386,9
HighHOA,"Hinesville, GA",0.6333333333333333,-3701.456982868157,4
HighHOA,"Hobbs, NM",1.0,-4962.989365370166,1
HighHOA,"Holland, MI",0.0,44294.31256724451,3
HighHOA,"Homosassa Springs, FL",0.0,16498.43809084625,8
HighHOA,"Hood River, OR",0.0,164452.91467479683,1
HighHOA,"Hot Springs, AR",0.0,29363.634937276056,2
HighHOA,"Houma-Thibodaux, LA",0.0,26966.832952411383,4
HighHOA,"Houston-The Woodlands-Sugar Land, TX",0.2074014192041678,40409.92407219713,181
HighHOA,"Hudson, NY",0.0,57836.369572938114,1
HighHOA,"Huntington-Ashland, WV-KY-OH",0.0,18369.445434002097,4
HighHOA,"Huntsville, AL",0.17844727694090382,39597.29595678159,18
HighHOA,"Huntsville, TX",0.0,36324.08831335254,2
HighHOA,"Hutchinson, KS",0.8409090909090909,1501.8834515566655,2
HighHOA,"Idaho Falls, ID",0.0,83986.22288058755,4
HighHOA,"Indiana, PA",0.0,4952.351108085561,1
HighHOA,"Indianapolis-Carmel-Anderson, IN",0.35975135975135974,18472.43528243269,63
HighHOA,"Iowa City, IA",0.03787878787878788,25787.997114669768,5
HighHOA,"Ithaca, NY",0.0,35935.09033963499,1
HighHOA,"Jackson, MI",0.20689655172413793,12768.978968812698,3
HighHOA,"Jackson, MS",0.3615023474178404,7187.217280743356,15
HighHOA,"Jackson, TN",0.37777777777777777,17422.78763733553,2
HighHOA,"Jackson, WY-ID",0.0,468177.3964993386,3
HighHOA,"Jacksonville, FL",0.28099367236934614,31049.029656414023,47
HighHOA,"Jacksonville, NC",0.0,37158.91856926906,7
HighHOA,"Jamestown, ND",0.0,27717.501503050826,1
HighHOA,"Jamestown-Dunkirk-Fredonia, NY",0.25,2804.3310445226543,1
HighHOA,"Janesville-Beloit, WI",0.0,32640.21794235671,4
HighHOA,"Jefferson City, MO",0.0,60516.80900693396,3
HighHOA,"Jefferson, GA",0.0,58437.782328921945,3
HighHOA,"Johnson City, TN",0.0,37709.67723868801,5
HighHOA,"Johnstown, PA",0.16666666666666666,3091.876608107173,3
HighHOA,"Jonesboro, AR",0.0,25138.036889854673,2
HighHOA,"Joplin, MO",0.0,21895.18594311997,3
HighHOA,"Juneau, AK",0.0,92173.59440459663,1
HighHOA,"Kahului-Wailuku-Lahaina, HI",0.0,255581.57986040693,4
HighHOA,"Kalamazoo-Portage, MI",0.23904382470119523,26194.098610235615,9
HighHOA,"Kalispell, MT",0.0,163030.05889032423,4
HighHOA,"Kankakee, IL",0.42105263157894735,13021.377162872015,2
HighHOA,"Kansas City, MO-KS",0.2356101304681504,30112.548655785595,88
HighHOA,"Kearney, NE",0.0,65739.93400510983,1
HighHOA,"Keene, NH",0.0,44212.00592572088,1
HighHOA,"Kennewick-Richland, WA",0.0,66334.15675986074,7
HighHOA,"Kerrville, TX",0.0,67397.85503378623,1
HighHOA,"Key West, FL",0.0,259685.82653142553,3
HighHOA,"Killeen-Temple, TX",0.41036269430051814,8290.309954544498,11
HighHOA,"Kingsport-Bristol, TN-VA",0.0,33773.01411344908,4
HighHOA,"Kingston, NY",0.0,52956.02613001116,5
HighHOA,"Kingsville, TX",0.6923076923076923,-9254.142090672914,1
HighHOA,"Kinston, NC",1.0,-17726.04920848365,1
HighHOA,"Kirksville, MO",0.0,23563.99684394347,1
HighHOA,"Klamath Falls, OR",0.0,40953.62303421282,2
HighHOA,"Knoxville, TN",0.035182679296346414,61904.998669092296,25
HighHOA,"Kokomo, IN",0.0,12844.493850468565,2
HighHOA,"La Crosse-Onalaska, WI-MN",0.0,49966.48251026369,3
HighHOA,"La Grande, OR",0.0,49390.905282178646,1
HighHOA,"LaGrange, GA-AL",0.0,20993.366926205556,2
HighHOA,"Laconia, NH",0.0,110249.82826131737,2
HighHOA,"Lafayette, LA",0.14857142857142858,22075.325524989115,9
HighHOA,"Lafayette-West Lafayette, IN",0.13877551020408163,12368.092780179795,5
HighHOA,"Lake Charles, LA",0.10679611650485436,27507.214885449863,5
HighHOA,"Lake City, FL",0.0,13719.044557789453,1
HighHOA,"Lake Havasu City-Kingman, AZ",0.0,67056.92378843178,8
HighHOA,"Lakeland-Winter Haven, FL",0.3657178217821782,12853.53540844651,24
HighHOA,"Lancaster, PA",0.0,44889.852388428495,12
HighHOA,"Lansing-East Lansing, MI",0.4343891402714932,2434.4147914873847,8
HighHOA,"Laramie, WY",0.0,82646.53500555259,2
HighHOA,"Laredo, TX",0.0,19171.428856952964,3
HighHOA,"Las Cruces, NM",0.0,45255.29292104014,5
HighHOA,"Las Vegas-Henderson-Paradise, NV",0.027304904769930895,45884.01953498691,60
HighHOA,"Lawrence, KS",0.0,43645.60327684183,4
HighHOA,"Lawton, OK",0.33035714285714285,-2240.5744932728494,3
HighHOA,"Lebanon, NH-VT",0.0,62015.88726458238,2
HighHOA,"Lebanon, PA",0.0,46212.49744115542,4
HighHOA,"Lewiston, ID-WA",0.0,89884.97084549713,1
HighHOA,"Lewiston-Auburn, ME",0.0,45897.30117917684,2
HighHOA,"Lexington-Fayette, KY",0.09375,33696.08069772589,16
HighHOA,"Lima, OH",1.0,-13950.658513506387,2
HighHOA,"Lincoln, NE",0.007473841554559043,40735.314713171196,16
HighHOA,"Little Rock-North Little Rock-Conway, AR",0.27547931382441976,16993.468448507196,27
HighHOA,"Lock Haven, PA",0.0,37635.379360866296,1
HighHOA,"Logan, UT-ID",0.0,108476.89066083066,3
HighHOA,"London, KY",0.0,14560.318752346022,1
HighHOA,"Longview, TX",0.12213740458015267,28578.489687420035,4
HighHOA,"Longview, WA",0.0,90097.98976224459,2
HighHOA,"Los Alamos, NM",0.0,107300.81225587237,1
HighHOA,"Los Angeles-Long Beach-Anaheim, CA",0.0002743358785606511,256366.62387365496,329
HighHOA,"Louisville/Jefferson County, KY-IN",0.231224127735068,25625.701512291198,37
HighHOA,"Lubbock, TX",0.34761120263591433,5881.130956374926,13
HighHOA,"Ludington, MI",0.0,45005.593599115324,1
HighHOA,"Lufkin, TX",0.0,26751.073516520737,1
HighHOA,"Lumberton, NC",1.0,-2596.0366193484056,1
HighHOA,"Lynchburg, VA",0.030303030303030304,25911.75767136504,4
HighHOA,"Macomb, IL",0.5,479.1653520322898,1
HighHOA,"Macon-Bibb County, GA",0.6091370558375635,3870.764599683097,8
HighHOA,"Madera, CA",0.0,51412.73150702683,2
HighHOA,"Madison, WI",0.0,83364.29900543434,17
HighHOA,"Manchester-Nashua, NH",0.0,66934.72972948915,10
HighHOA,"Manhattan, KS",0.14893617021276595,19970.300122383283,3
HighHOA,"Manitowoc, WI",0.0,46963.1959809901,1
HighHOA,"Mankato, MN",0.0,62381.37200162164,2
HighHOA,"Mansfield, OH",0.3333333333333333,11444.487927669266,2
HighHOA,"Marion, IN",0.75,-9912.232691380228,1
HighHOA,"Marion, NC",0.0,16039.756153410475,1
HighHOA,"Marion, OH",0.0,9740.918480221379,1
HighHOA,"Marquette, MI",0.0,56195.90085335532,1
HighHOA,"Marshalltown, IA",0.0,5415.755974497355,1
HighHOA,"Martinsville, VA",0.0,3741.4778882724713,1
HighHOA,"McAlester, OK",1.0,-358.3850652018373,1
HighHOA,"McAllen-Edinburg-Mission, TX",0.18100890207715134,12224.413740662716,13
HighHOA,"Meadville, PA",0.0,23146.943532268575,1
HighHOA,"Medford, OR",0.0,91819.58641888824,5
HighHOA,"Memphis, TN-MS-AR",0.4949452401010952,7696.642043386189,36
HighHOA,"Menomonie, WI",0.0,67020.9992698585,1
HighHOA,"Merced, CA",0.0,62333.141846034254,5
HighHOA,"Meridian, MS",1.0,-3813.126970361249,1
HighHOA,"Miami-Fort Lauderdale-Pompano Beach, FL",0.22775937764769313,47984.50006744625,167
HighHOA,"Michigan City-La Porte, IN",0.0,22643.656011246178,1
HighHOA,"Midland, MI",0.0,15255.172100207561,2
HighHOA,"Midland, TX",0.10204081632653061,38430.41746077227,5
HighHOA,"Milledgeville, GA",0.0,23423.24705386413,1
HighHOA,"Milwaukee-Waukesha, WI",0.23400525854513585,32939.38410584477,41
HighHOA,"Minneapolis-St. Paul-Bloomington, MN-WI",0.05848452508004269,51448.83077753406,115
HighHOA,"Minot, ND",0.0,46841.14360036014,2
HighHOA,"Missoula, MT",0.0,135609.41832224943,4
HighHOA,"Mitchell, SD",0.0,59966.546274303255,1
HighHOA,"Mobile, AL",0.2140468227424749,15962.507064543453,9
HighHOA,"Modesto, CA",0.0,69653.29154402686,10
HighHOA,"Monroe, LA",0.02857142857142857,20772.52282358142,4
HighHOA,"Monroe, MI",0.0,20745.35504564347,1
HighHOA,"Montgomery, AL",0.4876543209876543,-232.6052794300142,15
HighHOA,"Montrose, CO",0.0,64753.78572714288,1
HighHOA,"Morehead City, NC",0.0,62088.94118725082,4
HighHOA,"Morgantown, WV",0.0,19131.8904023046,3
HighHOA,"Morristown, TN",0.0,25451.26642079449,1
HighHOA,"Moscow, ID",0.0,120452.3920068174,1
HighHOA,"Moses Lake, WA",0.0,38820.54977385422,3
HighHOA,"Mount Pleasant, MI",0.0,42217.88486108855,1
HighHOA,"Mount Sterling, KY",0.0,43031.084312245344,1
HighHOA,"Mount Vernon-Anacortes, WA",0.0,135974.6182975081,5
HighHOA,"Mountain Home, ID",0.0,64482.06849952201,1
HighHOA,"Muncie, IN",0.45454545454545453,2281.353166037374,4
HighHOA,"Murray, KY",0.0,18527.9636451842,1
HighHOA,"Muskegon, MI",0.15789473684210525,10888.620377941836,3
HighHOA,"Muskogee, OK",0.2857142857142857,10347.666271434146,2
HighHOA,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.0,48260.58472878139,17
HighHOA,"Nacogdoches, TX",0.0,53248.64894086956,3
HighHOA,"Napa, CA",0.0,175903.63017102878,4
HighHOA,"Naples-Marco Island, FL",0.12831241283124128,57653.046724843516,16
HighHOA,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.009512827904295185,87029.69114051109,47
HighHOA,"New Bern, NC",0.0,30835.23820103381,3
HighHOA,"New Castle, IN",0.0,18379.373535919403,1
HighHOA,"New Castle, PA",0.7777777777777778,-3005.2265442243297,1
HighHOA,"New Haven-Milford, CT",0.015011547344110854,33990.38703812236,27
HighHOA,"New Orleans-Metairie, LA",0.13528678304239403,43638.14362875402,40
HighHOA,"New York-Newark-Jersey City, NY-NJ-PA",0.03733205883914821,171914.5187919775,401
HighHOA,"Newport, OR",0.0,101658.21252419232,1
HighHOA,"Niles, MI",0.0,40022.75751444047,2
HighHOA,"Norfolk, NE",0.0,41969.31132950634,1
HighHOA,"North Platte, NE",0.0,32980.92957777622,1
HighHOA,"North Port-Sarasota-Bradenton, FL",0.15927021696252466,52319.42830264239,35
HighHOA,"Norwalk, OH",0.0,4034.352827825535,1
HighHOA,"Norwich-New London, CT",0.0,38028.1927893609,8
HighHOA,"Oak Harbor, WA",0.0,71138.86566792801,2
HighHOA,"Ocala, FL",0.07853403141361257,23889.498896995443,13
HighHOA,"Ocean City, NJ",0.0,359777.6428871643,1
HighHOA,"Odessa, TX",0.013513513513513514,19544.12761390612,4
HighHOA,"Ogden-Clearfield, UT",0.0,96114.45269732566,13
HighHOA,"Oil City, PA",0.0,4515.345805715617,1
HighHOA,"Oklahoma City, OK",0.386038961038961,12003.607155771564,49
HighHOA,"Olympia-Lacey-Tumwater, WA",0.0,74582.04873853078,8
HighHOA,"Omaha-Council Bluffs, NE-IA",0.16294919454770757,36742.81369829309,35
HighHOA,"Oneonta, NY",0.0,6269.284603158307,1
HighHOA,"Ontario, OR-ID",0.0,66284.53287641733,1
HighHOA,"Opelousas, LA",0.0,5879.798901765273,1
HighHOA,"Orangeburg, SC",0.0,17223.42706089497,1
HighHOA,"Orlando-Kissimmee-Sanford, FL",0.20127052990393554,31749.660294291883,68
HighHOA,"Oshkosh-Neenah, WI",0.0,35961.590552013826,4
HighHOA,"Ottawa, IL",0.0,8213.915432409878,1
HighHOA,"Owatonna, MN",0.0,68101.20649729054,1
HighHOA,"Owensboro, KY",0.0,8162.691697995966,2
HighHOA,"Oxford, MS",0.0,48129.7566825198,1
HighHOA,"Oxnard-Thousand Oaks-Ventura, CA",0.0,177397.42181247717,20
HighHOA,"Ozark, AL",1.0,-3343.3134213959856,1
HighHOA,"Paducah, KY-IL",0.0,15225.365070537853,1
HighHOA,"Pahrump, NV",0.0,80744.73785162208,1
HighHOA,"Palatka, FL",0.3,897.7286434079463,1
HighHOA,"Palestine, TX",0.0,13078.42495080726,1
HighHOA,"Palm Bay-Melbourne-Titusville, FL",0.2463768115942029,27341.787747079048,22
HighHOA,"Panama City, FL",0.17827298050139276,42353.93036636342,7
HighHOA,"Paragould, AR",0.0,29083.753295598333,1
HighHOA,"Paris, TX",1.0,-16292.033577908243,1
HighHOA,"Parkersburg-Vienna, WV",0.0,2624.2007697692334,1
HighHOA,"Payson, AZ",0.0,59084.76996208378,1
HighHOA,"Pella, IA",0.0,69609.74726438701,2
HighHOA,"Pensacola-Ferry Pass-Brent, FL",0.16934487021013597,23357.74786451339,17
HighHOA,"Peoria, IL",0.6956521739130435,-14986.637722376621,7
HighHOA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.24172282449457955,40148.9388101165,161
HighHOA,"Phoenix-Mesa-Chandler, AZ",0.0342549547345241,59127.37507558838,126
HighHOA,"Pine Bluff, AR",0.0,12148.652394113786,1
HighHOA,"Pinehurst-Southern Pines, NC",0.0,81273.21058638369,5
HighHOA,"Pittsburg, KS",0.0,8844.355626455554,1
HighHOA,"Pittsburgh, PA",0.33119092627599245,21597.05284644205,75
HighHOA,"Pittsfield, MA",0.0,45752.68731116488,1
HighHOA,"Platteville, WI",0.0,17188.848194004007,1
HighHOA,"Plymouth, IN",0.0,69131.08318186464,1
HighHOA,"Pocatello, ID",0.0,80910.78389406187,2
HighHOA,"Ponca City, OK",1.0,-10049.911444813733,1
HighHOA,"Port Angeles, WA",0.0,116780.28478674842,2
HighHOA,"Port St. Lucie, FL",0.12386156648451731,48119.95653148546,17
HighHOA,"Portales, NM",0.10344827586206896,3811.385155070369,1
HighHOA,"Portland-South Portland, ME",0.0,89734.41824155854,19
HighHOA,"Portland-Vancouver-Hillsboro, OR-WA",0.0,109772.00306629257,79
HighHOA,"Pottsville, PA",0.7894736842105263,-2101.762942683975,2
HighHOA,"Poughkeepsie-Newburgh-Middletown, NY",0.0,50982.36488569668,13
HighHOA,"Prescott Valley-Prescott, AZ",0.0,94114.32747536662,7
HighHOA,"Prineville, OR",0.0,102729.45362395998,1
HighHOA,"Providence-Warwick, RI-MA",0.03943452380952381,77923.56676505592,43
HighHOA,"Provo-Orem, UT",0.0,113767.26199054183,15
HighHOA,"Pueblo, CO",0.0,26053.811922660112,6
HighHOA,"Pullman, WA",0.0,116942.11250457978,1
HighHOA,"Punta Gorda, FL",0.07096774193548387,39104.76858550887,12
HighHOA,"Quincy, IL-MO",0.75,-1011.5246927700819,1
HighHOA,"Racine, WI",0.0,34848.879538936315,4
HighHOA,"Raleigh-Cary, NC",0.03477690288713911,75757.24471210802,36
HighHOA,"Rapid City, SD",0.0,65364.147646167934,4
HighHOA,"Reading, PA",0.5454545454545454,3704.025764609138,8
HighHOA,"Red Bluff, CA",0.0,49698.437077445706,1
HighHOA,"Red Wing, MN",0.0,81833.90118273627,1
HighHOA,"Redding, CA",0.0,62505.720839020185,4
HighHOA,"Reno, NV",0.0,98717.9575786811,15
HighHOA,"Rexburg, ID",0.0,95632.32568516493,1
HighHOA,"Richmond, IN",0.0,18378.79920056884,1
HighHOA,"Richmond, VA",0.05786026200873363,50145.91591362688,36
HighHOA,"Richmond-Berea, KY",0.0,54291.02183743216,1
HighHOA,"Riverside-San Bernardino-Ontario, CA",0.0,92934.18183479273,98
HighHOA,"Riverton, WY",0.0,50914.938958999766,2
HighHOA,"Roanoke, VA",0.08962264150943396,33940.60444946138,10
HighHOA,"Rochester, MN",0.03734439834024896,35799.58683633712,4
HighHOA,"Rochester, NY",0.24682395644283123,21695.554148313226,28
HighHOA,"Rock Springs, WY",0.0,40292.52314139916,2
HighHOA,"Rockford, IL",0.4972067039106145,-3537.3327097758834,9
HighHOA,"Rockport, TX",0.0,47055.914950265986,1
HighHOA,"Rocky Mount, NC",0.25925925925925924,9119.442996810118,3
HighHOA,"Rolla, MO",0.0,49437.00315216415,1
HighHOA,"Rome, GA",0.0,25345.71682477125,2
HighHOA,"Roseburg, OR",0.0,64500.910611472835,1
HighHOA,"Roswell, NM",0.3,3127.250031504633,2
HighHOA,"Russellville, AR",0.0,15861.045629407614,1
HighHOA,"Ruston, LA",0.0,35397.81934902621,1
HighHOA,"Rutland, VT",0.0,36142.34360445199,1
HighHOA,"Sacramento-Roseville-Folsom, CA",0.0,87109.33480409939,63
HighHOA,"Saginaw, MI",0.4594594594594595,3599.289256241315,4
HighHOA,"Salem, OR",0.0,95649.93379002134,13
HighHOA,"Salina, KS",0.0,12318.795967928032,1
HighHOA,"Salinas, CA",0.0,211493.76782625727,7
HighHOA,"Salisbury, MD-DE",0.0660377358490566,65827.94493999942,7
HighHOA,"Salt Lake City, UT",0.0,123378.24809769174,34
HighHOA,"San Angelo, TX",0.07352941176470588,37057.563950118376,4
HighHOA,"San Antonio-New Braunfels, TX",0.29249095937034675,29884.46707033538,69
HighHOA,"San Diego-Chula Vista-Carlsbad, CA",0.0,192324.4986108292,75
HighHOA,"San Francisco-Oakland-Berkeley, CA",0.0,303255.0302021095,127
HighHOA,"San Jose-Sunnyvale-Santa Clara, CA",0.0,416129.78107390564,49
HighHOA,"San Luis Obispo-Paso Robles, CA",0.0,243121.64374387095,7
HighHOA,"Sandpoint, ID",0.0,169668.67624896788,2
HighHOA,"Sandusky, OH",0.8,-1441.7132374728826,2
HighHOA,"Sanford, NC",0.0,17945.660759463935,2
HighHOA,"Santa Cruz-Watsonville, CA",0.0,292214.49776725424,8
HighHOA,"Santa Fe, NM",0.0,104771.71364978068,3
HighHOA,"Santa Maria-Santa Barbara, CA",0.0,391123.7005161845,14
HighHOA,"Santa Rosa-Petaluma, CA",0.0,161366.21019728004,13
HighHOA,"Savannah, GA",0.09523809523809523,27827.051232068774,13
HighHOA,"Sayre, PA",1.0,-3022.7800296486093,1
HighHOA,"Scranton--Wilkes-Barre, PA",0.26282051282051283,6962.428407732372,14
HighHOA,"Searcy, AR",0.0,34785.653186056064,1
HighHOA,"Seattle-Tacoma-Bellevue, WA",0.0024421320874920367,168946.6170119653,124
HighHOA,"Sebastian-Vero Beach, FL",0.13978494623655913,58397.030475622705,7
HighHOA,"Sebring-Avon Park, FL",0.12857142857142856,10964.272772545568,6
HighHOA,"Sedalia, MO",0.0,10736.144000448516,1
HighHOA,"Seneca, SC",0.0,21858.664533292445,1
HighHOA,"Sevierville, TN",0.0,78642.31192271477,2
HighHOA,"Shawano, WI",0.0,55155.51602705441,1
HighHOA,"Shawnee, OK",0.10869565217391304,8751.564472572745,3
HighHOA,"Sheboygan, WI",0.0,41063.58518170904,2
HighHOA,"Shelby, NC",0.0,26529.915768453142,2
HighHOA,"Shelbyville, TN",0.0,29993.03043089689,1
HighHOA,"Shelton, WA",0.0,93525.50535480592,2
HighHOA,"Sherman-Denison, TX",0.008333333333333333,22825.143785904966,5
HighHOA,"Show Low, AZ",0.0,57576.5141846829,3
HighHOA,"Shreveport-Bossier City, LA",0.5450236966824644,1265.3745304481233,12
HighHOA,"Sierra Vista-Douglas, AZ",0.0,33575.54558689186,4
HighHOA,"Silver City, NM",0.0,5947.430045270274,1
HighHOA,"Sioux City, IA-NE-SD",0.0,26623.18039387943,1
HighHOA,"Sioux Falls, SD",0.0,52310.248883278364,9
HighHOA,"Sonora, CA",0.0,88080.2760331559,1
HighHOA,"South Bend-Mishawaka, IN-MI",0.28378378378378377,9649.704166514513,12
HighHOA,"Spartanburg, SC",0.061016949152542375,24613.50128211513,13
HighHOA,"Spearfish, SD",0.0,83922.80787623445,1
HighHOA,"Spokane-Spokane Valley, WA",0.0,82436.78332286357,18
HighHOA,"Springfield, IL",0.5121951219512195,-6366.405144051606,3
HighHOA,"Springfield, MA",0.18181818181818182,45844.495339194174,8
HighHOA,"Springfield, MO",0.11217948717948718,20131.796162229704,12
HighHOA,"Springfield, OH",0.0,20758.831768202268,2
HighHOA,"St. Cloud, MN",0.0,44703.559694383315,4
HighHOA,"St. George, UT",0.0,94399.02220851363,5
HighHOA,"St. Joseph, MO-KS",0.5,13165.580558158295,4
HighHOA,"St. Louis, MO-IL",0.30363036303630364,24342.84972643842,73
HighHOA,"St. Marys, GA",0.0,35444.78637746315,2
HighHOA,"Starkville, MS",0.0,49255.527248403756,1
HighHOA,"State College, PA",0.0,53917.78442556023,2
HighHOA,"Statesboro, GA",0.0,27383.946777087822,1
HighHOA,"Staunton, VA",0.0,49505.564739803485,3
HighHOA,"Steamboat Springs, CO",0.0,331013.0916464092,1
HighHOA,"Stephenville, TX",0.0,78366.7312309801,1
HighHOA,"Sterling, IL",0.0,7076.860886693583,1
HighHOA,"Stevens Point, WI",0.0,42061.558464844056,2
HighHOA,"Stillwater, OK",0.0,33931.235051357966,2
HighHOA,"Stockton, CA",0.0,102342.49895506816,19
HighHOA,"Sumter, SC",0.36363636363636365,3807.8075188556927,2
HighHOA,"Susanville, CA",0.0,21465.27962244679,1
HighHOA,"Syracuse, NY",0.391025641025641,5209.010493069826,14
HighHOA,"Tahlequah, OK",0.0,20613.781414166533,1
HighHOA,"Talladega-Sylacauga, AL",0.0,8837.274880596911,2
HighHOA,"Tallahassee, FL",0.37439222042139386,16026.012271229923,9
HighHOA,"Tampa-St. Petersburg-Clearwater, FL",0.18289364722583698,34542.92687851568,115
HighHOA,"Taos, NM",0.0,78658.11264150144,1
HighHOA,"Terre Haute, IN",0.5824175824175825,2333.086619090172,4
HighHOA,"Texarkana, TX-AR",0.0,8797.415687073264,2
HighHOA,"The Dalles, OR",0.0,72715.5655662011,2
HighHOA,"The Villages, FL",0.0,40018.1953194523,4
HighHOA,"Thomasville, GA",1.0,-6468.661600861739,1
HighHOA,"Tifton, GA",0.0,3209.1715006613667,1
HighHOA,"Toledo, OH",0.5454545454545454,-1727.6754395756652,16
HighHOA,"Topeka, KS",0.02857142857142857,11207.779394355566,6
HighHOA,"Torrington, CT",0.0,70683.09960606346,4
HighHOA,"Traverse City, MI",0.0,66734.535582833,4
HighHOA,"Trenton-Princeton, NJ",0.27007299270072993,67372.12354407589,9
HighHOA,"Truckee-Grass Valley, CA",0.0,111610.49837932973,3
HighHOA,"Tucson, AZ",0.047395588925387144,41452.264318211586,31
HighHOA,"Tullahoma-Manchester, TN",0.0,43061.31454000005,2
HighHOA,"Tulsa, OK",0.24140401146131804,18415.502022124325,31
HighHOA,"Tupelo, MS",0.0,15028.868039326453,2
HighHOA,"Tuscaloosa, AL",0.4528301886792453,-9900.827903339054,5
HighHOA,"Twin Falls, ID",0.0,68897.70517648853,2
HighHOA,"Tyler, TX",0.15789473684210525,31319.522396646196,7
HighHOA,"Ukiah, CA",0.0,110138.00492768358,1
HighHOA,"Urban Honolulu, HI",0.0,164996.674632872,22
HighHOA,"Urbana, OH",0.0,45753.406498765755,1
HighHOA,"Utica-Rome, NY",0.0,15164.72955350076,2
HighHOA,"Valdosta, GA",0.2962962962962963,8688.303142406043,4
HighHOA,"Vallejo, CA",0.0,80005.0580502827,10
HighHOA,"Vernal, UT",0.0,67242.64582728856,1
HighHOA,"Victoria, TX",0.9767441860465116,-8277.320308112376,2
HighHOA,"Vidalia, GA",0.0,22671.437679714538,1
HighHOA,"Vineland-Bridgeton, NJ",0.0,9109.88416843202,1
HighHOA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.07286096256684492,33968.73854235336,48
HighHOA,"Visalia, CA",0.0,61005.90027015682,6
HighHOA,"Waco, TX",0.3576388888888889,13327.858333526341,11
HighHOA,"Wahpeton, ND-MN",0.0,44759.66347593072,1
HighHOA,"Walla Walla, WA",0.0,89015.86973646827,2
HighHOA,"Warner Robins, GA",0.2636363636363636,9783.276742589087,6
HighHOA,"Warren, PA",0.0,5995.272783733468,1
HighHOA,"Warrensburg, MO",0.0,41343.8565162317,1
HighHOA,"Warsaw, IN",0.0,36974.634749215766,1
HighHOA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.005877034358047016,104989.2341178957,175
HighHOA,"Waterloo-Cedar Falls, IA",0.13004484304932734,16576.008889305536,4
HighHOA,"Watertown-Fort Drum, NY",0.09302325581395349,3945.5272029256034,1
HighHOA,"Wausau-Weston, WI",0.0,44612.77346629481,4
HighHOA,"Waycross, GA",0.0,22016.55447950594,1
